uid,pay_dt,payment_sum
1bc1a56800a47bb668637b9ab03cd43e419160690d03fade9179e972,2019-07-06,3.49
1bc1a56800a47bb668637b9ab03cd43e419160690d03fade9179e972,2019-08-22,1.39
1bc1a56800a47bb668637b9ab03cd43e419160690d03fade9179e972,2019-09-01,18.18
1bc1a56800a47bb668637b9ab03cd43e419160690d03fade9179e972,2019-09-06,13.99
1bc1a56800a47bb668637b9ab03cd43e419160690d03fade9179e972,2019-09-13,3.49
1bc1a56800a47bb668637b9ab03cd43e419160690d03fade9179e972,2019-09-22,3.49
1bc1a56800a47bb668637b9ab03cd43e419160690d03fade9179e972,2019-09-23,3.49
1bc1a56800a47bb668637b9ab03cd43e419160690d03fade9179e972,2019-09-26,0.69
1bc1a56800a47bb668637b9ab03cd43e419160690d03fade9179e972,2019-10-18,6.99
75fc300282a533aaeae3f990869db8b44eb98f966c8f8f8cbdc0aca0,2019-07-21,4.18
75fc300282a533aaeae3f990869db8b44eb98f966c8f8f8cbdc0aca0,2019-07-29,13.99
75fc300282a533aaeae3f990869db8b44eb98f966c8f8f8cbdc0aca0,2019-08-05,6.99
75fc300282a533aaeae3f990869db8b44eb98f966c8f8f8cbdc0aca0,2019-08-12,2.09
75fc300282a533aaeae3f990869db8b44eb98f966c8f8f8cbdc0aca0,2019-08-14,3.49
75fc300282a533aaeae3f990869db8b44eb98f966c8f8f8cbdc0aca0,2019-09-05,6.99
75fc300282a533aaeae3f990869db8b44eb98f966c8f8f8cbdc0aca0,2019-09-20,1.39
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-05-29,6.99
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-07-09,3.49
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-08-11,3.49
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-09-03,6.99
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-09-26,0.69
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-10-11,3.49
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-10-18,6.99
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-12-02,1.74
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-12-13,6.99
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-12-15,0.69
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-12-18,13.99
5412bb1986a5d09950957ab6b7f236846af3ddfad0231f792fb50a3b,2019-12-20,1.74
1980531bbbf9623200de0eba51ee69dc985acd198743ae9cf2e77233,2019-07-11,3.49
b12246f5bde54c03970aba14c7423c7b45b62e66a036d13e9b766bb2,2019-04-28,0.69
b12246f5bde54c03970aba14c7423c7b45b62e66a036d13e9b766bb2,2019-05-24,0.69
b12246f5bde54c03970aba14c7423c7b45b62e66a036d13e9b766bb2,2019-08-13,0.69
b12246f5bde54c03970aba14c7423c7b45b62e66a036d13e9b766bb2,2019-09-08,0.69
73ebf67dfaecd379b222d8911007933a2289a6c4dbf21fd0d708de81,2019-08-31,0.69
73ebf67dfaecd379b222d8911007933a2289a6c4dbf21fd0d708de81,2019-09-03,6.99
ebad452ff6cab1a7d6292f05b18d3cc7cd9d32c6d73856b99d76519c,2019-11-24,3.49
ebad452ff6cab1a7d6292f05b18d3cc7cd9d32c6d73856b99d76519c,2019-11-25,10.48
ebad452ff6cab1a7d6292f05b18d3cc7cd9d32c6d73856b99d76519c,2019-12-14,11.19
ebad452ff6cab1a7d6292f05b18d3cc7cd9d32c6d73856b99d76519c,2019-12-20,34.99
ebad452ff6cab1a7d6292f05b18d3cc7cd9d32c6d73856b99d76519c,2019-12-21,3.49
ebad452ff6cab1a7d6292f05b18d3cc7cd9d32c6d73856b99d76519c,2019-12-24,5.23
632ba42bb08d6dfd5b345ee7ec4a1565123a0ca766f8e0eb1afa564b,2019-07-10,10.45
8673d1f49e880f03b6db19aea6f6272c629cbba1c93e48744b97e847,2019-10-21,6.99
8673d1f49e880f03b6db19aea6f6272c629cbba1c93e48744b97e847,2019-11-23,3.49
8673d1f49e880f03b6db19aea6f6272c629cbba1c93e48744b97e847,2019-12-01,3.49
8673d1f49e880f03b6db19aea6f6272c629cbba1c93e48744b97e847,2019-12-15,25.18
8673d1f49e880f03b6db19aea6f6272c629cbba1c93e48744b97e847,2020-01-02,3.49
abc2cce00f868af8b0b9606b74b10d90499f52819012236d9f7f1eaa,2019-04-26,1.39
abc2cce00f868af8b0b9606b74b10d90499f52819012236d9f7f1eaa,2019-06-27,1.39
abc2cce00f868af8b0b9606b74b10d90499f52819012236d9f7f1eaa,2019-07-05,13.99
abc2cce00f868af8b0b9606b74b10d90499f52819012236d9f7f1eaa,2019-07-13,3.49
d852dbb705f1564efe3b65d41b5025cf70cab7eeab28a790f974750f,2020-01-08,21.64
5662b679007a94f6299527a649ffef60aa133396976f712ebf6fc3b2,2019-06-21,3.49
5662b679007a94f6299527a649ffef60aa133396976f712ebf6fc3b2,2019-07-06,3.49
5662b679007a94f6299527a649ffef60aa133396976f712ebf6fc3b2,2019-07-25,3.49
5662b679007a94f6299527a649ffef60aa133396976f712ebf6fc3b2,2019-08-09,10.47
5662b679007a94f6299527a649ffef60aa133396976f712ebf6fc3b2,2019-09-09,3.49
5662b679007a94f6299527a649ffef60aa133396976f712ebf6fc3b2,2019-09-26,3.49
5662b679007a94f6299527a649ffef60aa133396976f712ebf6fc3b2,2019-10-14,3.49
5662b679007a94f6299527a649ffef60aa133396976f712ebf6fc3b2,2019-10-30,3.49
5662b679007a94f6299527a649ffef60aa133396976f712ebf6fc3b2,2019-11-22,3.49
5662b679007a94f6299527a649ffef60aa133396976f712ebf6fc3b2,2019-11-30,8.72
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-07-15,3.49
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-07-17,6.99
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-07-18,2.09
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-07-29,5.58
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-08-01,3.49
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-08-16,16.08
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-08-20,3.49
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-08-31,2.09
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-09-14,2.09
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-10-05,2.09
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-10-14,3.49
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-10-22,2.09
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-11-04,2.09
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-11-11,3.49
0c8cbb539b842a82e78afaed1671351df0c9bd9fccb2ce83474a10d9,2019-11-21,2.09
9bd2b90dbbad1d02f5b2dac238a572f5512494e043233a28d431239d,2019-10-02,31.45
9bd2b90dbbad1d02f5b2dac238a572f5512494e043233a28d431239d,2019-10-05,3.49
9bd2b90dbbad1d02f5b2dac238a572f5512494e043233a28d431239d,2019-11-01,31.47
9bd2b90dbbad1d02f5b2dac238a572f5512494e043233a28d431239d,2019-11-03,3.49
9bd2b90dbbad1d02f5b2dac238a572f5512494e043233a28d431239d,2019-11-29,27.97
12854ea8556d5a48fbf1611def838341aabe9f84dd9076dc308963de,2019-10-02,3.49
12854ea8556d5a48fbf1611def838341aabe9f84dd9076dc308963de,2019-10-21,3.49
12854ea8556d5a48fbf1611def838341aabe9f84dd9076dc308963de,2019-11-06,13.99
fbe0fcb5c5ef409fd9dda5e0a2240fcb0add9c7e15780f930571a896,2019-06-12,6.99
35d4b9040b3ecb5f18fd53ce52150b7ca06995eb44b01285cb516f5b,2019-11-25,4.18
35d4b9040b3ecb5f18fd53ce52150b7ca06995eb44b01285cb516f5b,2019-12-13,10.49
955acc7c429eb54d52e3a2062c93d131c8ee4ccbd71a7973344e7dde,2019-08-15,13.98
042fe319e46fa5c6b36b2143c0aedf0358689d8bd940d1bb05fddc35,2019-05-14,3.49
042fe319e46fa5c6b36b2143c0aedf0358689d8bd940d1bb05fddc35,2019-05-19,6.98
71eed50301d0ad787681fa0eab9ad85b363faf8813d6589733c8ea91,2020-01-03,3.49
8d7f097be07ac68957410a0ec4b7368c2b694988b5b55799ac7a5751,2019-08-31,3.49
c17447be7fbc0e69b0df9b83e37d00976efa09721c0add6bcfbd1a3a,2019-05-08,3.49
c17447be7fbc0e69b0df9b83e37d00976efa09721c0add6bcfbd1a3a,2019-05-10,6.99
c17447be7fbc0e69b0df9b83e37d00976efa09721c0add6bcfbd1a3a,2019-05-24,4.89
e87a98d57fe12ac38db6f5c265d6f3b28a3aad75f5b9beac6bd9b93c,2019-09-06,5.58
e87a98d57fe12ac38db6f5c265d6f3b28a3aad75f5b9beac6bd9b93c,2019-09-09,6.99
e87a98d57fe12ac38db6f5c265d6f3b28a3aad75f5b9beac6bd9b93c,2019-10-09,3.49
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-09-24,3.49
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-10-10,3.49
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-10-18,20.98
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-10-20,34.99
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-10-26,13.99
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-10-27,6.99
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-11-18,73.48
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-11-26,34.99
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-12-12,17.49
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-12-13,48.98
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-12-19,34.99
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-12-21,3.49
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-12-22,34.99
e47654749f05d0d6820c9939f65dcf9cffaf30d0282272334de1ba91,2019-12-23,1.74
24a83410bc305de1055883d654d2b5358f7d6d63dee2f406e6c0d8df,2019-05-04,2.09
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-04-21,15.35
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-04-24,3.49
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-04-25,41.98
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-06-09,1.39
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-06-13,80.48
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-06-14,2.09
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-06-15,34.99
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-06-23,9.07
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-07-07,5.58
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-07-12,3.49
d8e3fbf0cfbeb4463484e247b1273bce9a178d4aa9df9b8c7d5805d5,2019-07-24,3.49
7612c11167bfa7a536a91c47c9968046c292173cda47d23a41ff454b,2020-01-10,3.49
e794855aa2954a1a220f77033d9bfd3c78637db4584720f7f6213626,2019-07-08,3.49
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-09-21,13.99
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-10-04,10.48
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-10-05,13.99
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-10-12,13.99
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-10-18,76.98
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-11-08,20.98
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-11-11,6.99
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-11-15,139.98
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-11-16,20.98
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-11-28,50.71
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-12-06,83.98
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-12-12,17.49
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-12-13,69.99
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-12-20,3.49
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-12-21,69.99
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2019-12-31,1.74
1f9f6b2bc75dc4ea708f5af3ffe0b2f5998acfb40298a81f69487125,2020-01-11,69.99
99498e6b590311e68b58357b5feccec90abb409ecb1be8ab00f78c82,2019-12-30,1.74
42b580aa3ef32685c354761d1bf29abee72fc9d260ea2610cbe1e201,2019-06-05,3.49
42b580aa3ef32685c354761d1bf29abee72fc9d260ea2610cbe1e201,2019-07-10,6.99
42b580aa3ef32685c354761d1bf29abee72fc9d260ea2610cbe1e201,2019-07-11,13.99
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-06-24,15.35
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-06-27,19.57
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-06-28,16.08
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-06-29,3.49
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-07-07,6.99
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-07-19,5.58
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-07-23,6.99
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-07-26,17.48
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-07-30,3.49
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-07-31,2.09
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-08-17,13.97
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-08-24,2.09
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-08-25,13.99
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-08-29,13.99
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-09-15,13.99
35ffc14c7bfe9ae4b6a762f7a0de3db76bd9b8e58c9d5d2b06a05b02,2019-10-06,3.49
bdca58e7e70b7413af1e5ccc89b059afe165a950c2273178b24d8d80,2019-07-07,6.99
bdca58e7e70b7413af1e5ccc89b059afe165a950c2273178b24d8d80,2019-07-09,6.99
bdca58e7e70b7413af1e5ccc89b059afe165a950c2273178b24d8d80,2019-07-10,6.99
bdca58e7e70b7413af1e5ccc89b059afe165a950c2273178b24d8d80,2019-07-11,6.99
bdca58e7e70b7413af1e5ccc89b059afe165a950c2273178b24d8d80,2019-07-19,6.99
bdca58e7e70b7413af1e5ccc89b059afe165a950c2273178b24d8d80,2019-07-23,10.49
5e4c624c28a13f1f344a89713045da806b2c38d90c490053333d2c9b,2019-09-24,2.78
5e4c624c28a13f1f344a89713045da806b2c38d90c490053333d2c9b,2019-09-25,2.09
5e4c624c28a13f1f344a89713045da806b2c38d90c490053333d2c9b,2019-09-26,0.69
2757d9a7e60873ba3f2d8482d40e6f5b5f1b89cd144053aec8ed3344,2019-10-05,3.49
8ad55194775a34c93470c5ac1b49f79bc91731e3eaa09c1cac07dcc3,2019-07-02,3.49
8ad55194775a34c93470c5ac1b49f79bc91731e3eaa09c1cac07dcc3,2019-07-30,3.49
da353e3e2003e683ed93cb5093dfb0ebe91aa6d227ad78cd6b01b546,2019-04-27,0.69
da353e3e2003e683ed93cb5093dfb0ebe91aa6d227ad78cd6b01b546,2019-07-16,0.69
3b27a89f4595defd5fc3f21c2410d7206767bfb86f3374c528883029,2019-09-12,18.18
3b27a89f4595defd5fc3f21c2410d7206767bfb86f3374c528883029,2019-10-20,6.99
55a57a8f828d4c0c7f5a74c4f5ac9baf6057fd30f4528cb6d8705050,2019-06-23,1.39
ef4abed3a971edfb8b7117b02e8f099a593e2436b2a53d1945d6ebc1,2019-11-01,3.49
ef4abed3a971edfb8b7117b02e8f099a593e2436b2a53d1945d6ebc1,2019-11-02,14.68
ef4abed3a971edfb8b7117b02e8f099a593e2436b2a53d1945d6ebc1,2019-11-03,5.58
ef4abed3a971edfb8b7117b02e8f099a593e2436b2a53d1945d6ebc1,2019-11-04,2.09
ef4abed3a971edfb8b7117b02e8f099a593e2436b2a53d1945d6ebc1,2019-11-18,13.99
ef4abed3a971edfb8b7117b02e8f099a593e2436b2a53d1945d6ebc1,2019-11-19,24.49
ef4abed3a971edfb8b7117b02e8f099a593e2436b2a53d1945d6ebc1,2019-12-01,34.99
ef4abed3a971edfb8b7117b02e8f099a593e2436b2a53d1945d6ebc1,2019-12-26,13.99
bd97fcfb061f546e24284d4b55502c26277029da852ecdfe834cc020,2019-09-22,0.69
7233061525f29285c814038b826b735d7a598d5e4ca666724cd1a878,2019-12-17,1.39
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-04-19,2.09
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-04-25,2.09
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-04-26,90.98
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-04-27,1.39
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-05-01,13.99
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-05-02,83.98
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-05-11,54.58
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-05-14,3.49
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-05-21,13.99
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-05-27,48.96
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-05-28,69.99
7c278e418a88634fa00b3fda2ba5f45260efbc853208a7d09b0f68f6,2019-05-30,13.99
ae2b62776cd9eb581d092339d0c33bc002106ee9cc9b0cbe1e49be2d,2019-08-11,0.69
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-10-20,62.95
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-10-21,69.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-10-22,111.97
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-10-24,27.97
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-10-25,38.48
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-10-26,13.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-10-27,3.49
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-10-31,48.96
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-11-12,13.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-11-14,34.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-11-15,6.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-11-16,153.97
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-11-19,69.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-11-21,69.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-11-28,13.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-11-29,13.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-11-30,24.48
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-06,17.48
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-11,76.98
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-12,27.97
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-13,41.98
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-14,13.98
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-19,83.98
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-20,83.98
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-21,20.94
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-24,34.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-25,17.48
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-26,17.48
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2019-12-29,101.46
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2020-01-01,104.98
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2020-01-04,13.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2020-01-09,69.99
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2020-01-10,3.49
dabbc5c901c4e54ff2bea679354621fa348f026ed85812642af39a7c,2020-01-11,34.99
8b1cecf4a3e8aa52bfd6fe2610ae0393eed9c3ca5a6fcd549f4e7cc3,2020-01-12,69.99
781954ad5fde0b70fcd343bc4db4b5daffba79f7fcb91a8be1a546de,2019-05-17,0.69
8e39fc7de2111bf31337378eb7f9260156387950d7905bd999b8fb77,2019-08-12,3.49
8e39fc7de2111bf31337378eb7f9260156387950d7905bd999b8fb77,2019-08-27,3.49
8e39fc7de2111bf31337378eb7f9260156387950d7905bd999b8fb77,2019-09-29,3.49
8e39fc7de2111bf31337378eb7f9260156387950d7905bd999b8fb77,2019-09-30,3.49
8e39fc7de2111bf31337378eb7f9260156387950d7905bd999b8fb77,2019-10-19,6.99
8e39fc7de2111bf31337378eb7f9260156387950d7905bd999b8fb77,2019-11-18,3.49
8e39fc7de2111bf31337378eb7f9260156387950d7905bd999b8fb77,2019-11-28,5.23
8e39fc7de2111bf31337378eb7f9260156387950d7905bd999b8fb77,2019-12-30,5.23
8e39fc7de2111bf31337378eb7f9260156387950d7905bd999b8fb77,2020-01-02,6.99
29fdd6b87d432d471a9e49afb22e2db2e85308b9edc85e2b80c248ee,2019-06-07,3.49
29fdd6b87d432d471a9e49afb22e2db2e85308b9edc85e2b80c248ee,2019-06-10,2.09
29fdd6b87d432d471a9e49afb22e2db2e85308b9edc85e2b80c248ee,2019-06-21,6.99
29fdd6b87d432d471a9e49afb22e2db2e85308b9edc85e2b80c248ee,2019-07-20,3.49
29fdd6b87d432d471a9e49afb22e2db2e85308b9edc85e2b80c248ee,2019-07-24,3.49
29fdd6b87d432d471a9e49afb22e2db2e85308b9edc85e2b80c248ee,2019-07-27,3.49
29fdd6b87d432d471a9e49afb22e2db2e85308b9edc85e2b80c248ee,2019-08-09,3.49
5963bfb482788f39f9344c879135ffc2bca3b052254185a3242ea977,2019-11-02,3.49
f7c24d0a61dcc8e4f1f5bd1576dcb429593c55be08eb94d2bb4ca44a,2019-05-08,2.09
158f24c119f13ef7992e9bae4fa20091df4247607705fc0812564cc5,2019-09-07,10.49
158f24c119f13ef7992e9bae4fa20091df4247607705fc0812564cc5,2019-10-19,10.48
158f24c119f13ef7992e9bae4fa20091df4247607705fc0812564cc5,2019-10-25,13.99
e47059505a5eb794924c7ffe8b42cdde5643eafc6fc91429f69aa09d,2019-07-04,6.99
106d28ad63b0fcf077c103e252ce7f852ab592f616f47239ea9edb09,2019-11-06,3.49
106d28ad63b0fcf077c103e252ce7f852ab592f616f47239ea9edb09,2019-11-07,4.87
106d28ad63b0fcf077c103e252ce7f852ab592f616f47239ea9edb09,2019-11-08,9.08
cd36e7a96e52a8c55f4798a7fd2834a034b77d912242f94bff14d75f,2019-10-16,3.49
cd36e7a96e52a8c55f4798a7fd2834a034b77d912242f94bff14d75f,2019-10-18,6.99
afdc4ba2e123b637295a30591e20f5abc355f45eec8796da7ac0f4a8,2019-06-11,1.39
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2019-07-27,2.09
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2019-08-15,2.09
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2019-08-31,2.09
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2019-09-23,2.09
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2019-09-27,0.69
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2019-10-05,0.69
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2019-11-02,2.09
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2019-11-23,2.09
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2019-11-26,0.69
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2019-12-14,9.08
84e499edb2292456a28a4db0e573a6805bb41b27a9fcbda985168247,2020-01-12,2.09
40cca52175143637ad000c05b55e7f3962068254d23ad68fb079ca0b,2019-10-08,3.49
40cca52175143637ad000c05b55e7f3962068254d23ad68fb079ca0b,2019-10-10,6.99
192f056ed0950b4b9b64b9f8fcd344a5a9f32614472b027ee7efef43,2019-07-08,2.09
b3bcb5a7cf8866691beae9d6bad931162548a3c1b55d80d47716057a,2019-09-22,2.09
b3bcb5a7cf8866691beae9d6bad931162548a3c1b55d80d47716057a,2019-10-09,3.49
b3bcb5a7cf8866691beae9d6bad931162548a3c1b55d80d47716057a,2019-10-26,13.98
b3bcb5a7cf8866691beae9d6bad931162548a3c1b55d80d47716057a,2019-12-02,1.74
